#v1	v2	v3	v4	v5	v6	v7	v8	v9	z
0.8869012222151589	0.3440352714489280	0.9725006467990256	0.8705145953865573	0.4221383560815999	0.9049110092277748	0.4731751563582989	0.0000000000000000	0.8467948157873498	0.7719579607518865
0.5871107251351446	0.9527787346597852	0.5210415073037247	0.1830672742601327	0.5217336085039078	0.7727208445895273	0.4904494448326535	0.0000000000000000	0.2962774325272602	0.4155957919697659
0.2587511403643309	0.5360368874478920	0.3145952012508899	0.2226121462957210	0.5363784595602075	0.7195365088587264	0.5562781781577794	1.0000000000000000	0.1470475082097811	0.3138952009406547
0.1388544735507521	0.7795869720305700	0.9326616593319259	0.8211317318664646	0.6945389945554181	0.6035489291445604	0.6765986774703254	0.0000000000000000	0.8425817004670889	0.8332898561116628
0.1757224805312498	0.1527110892268815	0.3836484720449159	0.1053221516776291	0.4391610821645275	0.5656825681035615	0.5121901113266761	0.0000000000000000	0.1757939345662056	0.2445757513160221
0.1514461271356421	0.8812074275324620	0.3124612487197513	0.1533307956714121	0.6562613656217690	0.3550564279279803	0.6277788240838965	1.0000000000000000	0.1493405734222448	0.3573379230146855
0.2636899945977494	0.6459264767592929	0.9567658825607332	0.8048457538056303	0.2257697648243994	0.6208494256424375	0.2474850106970490	1.0000000000000000	0.8659104801674212	0.9164055631315164
0.3854201092792039	0.1774478623584999	0.4993210356714538	0.1499856697403855	0.5965291424560432	0.2219021575435969	0.6570171122506526	0.0000000000000000	0.2509916034891061	0.2731397524158787
0.1335662425402458	0.4880000876800944	0.4861507928166736	0.1565757370462302	0.6894618906380634	0.5213904415592313	0.7076540795489941	0.0000000000000000	0.2507742639852708	0.3212911147084818
0.3345524231473193	0.8906626827315601	0.1881479368157273	0.1164714986111841	0.4223929928743169	0.4278885850430649	0.4034297014823958	0.0000000000000000	0.1085232936329164	0.3171943537182622
0.4898125953710816	0.7048831144505762	0.2900859555940725	0.2399908484511462	0.7107001553889045	0.6655567909353564	0.7006028193851015	1.0000000000000000	0.1381827312757413	0.3706408707092647
0.9528058087472617	0.2937382401224437	0.7811138800257210	0.7920338378307682	0.9711695094441058	0.7220028911361464	1.0000000000000000	0.0000000000000000	0.5503179850901098	0.5916303407607256
0.7045883453400653	0.5363312545560837	0.7153170503824335	0.9162915054860055	0.6387978168351794	0.7219656593550823	0.6520118837178857	1.0000000000000000	0.4865197060616401	0.5904154656152283
0.7322427907826971	0.6161548848057239	0.2265838040543582	0.2052639444655852	0.4460246566900615	0.5004255493773290	0.4599911994875522	1.0000000000000000	0.1166500109785518	0.2616170093302913
0.9689462313186459	0.4862064584893385	0.4914480468986400	0.2081814007619766	0.4538413254837065	0.6526876149123667	0.4849116453041344	1.0000000000000000	0.2548810432735938	0.3787645489182732
0.5282702241450712	0.9888368573181149	0.9987238132580819	0.7751572531993376	0.5486051013877652	0.4299476902935848	0.5113611287922091	0.0000000000000000	1.0000000000000000	0.9794212451449746
0.2551273972981876	0.8829712080740282	0.4730502491215310	0.1196897779113175	0.3301657479831366	0.4795935142770674	0.3171215280663442	1.0000000000000000	0.2520868070763538	0.4298947729451159
0.7513960888227590	0.3936369958254511	0.2365681962922353	0.1646794583978879	0.4159964972967811	0.4378774024531153	0.4609946387386795	0.0000000000000000	0.1185179854579679	0.2471769166101979
