#v1	v2	v3	v4	v5	v6	v7	v8	v9	z
0.8743346913501765	0.2711503016099200	0.9694451631100285	0.9945119676294364	0.3579315067573331	0.8943455658086387	0.4146390626203321	0.0000000000000000	1.9163783248968207	0.7466199563909850
0.5412341390390496	0.9475319273997614	0.4678238970041385	-1.0101104123934985	0.4685928983376753	0.7474676050994747	0.4338327164807261	0.0000000000000000	-0.3511042539879405	0.3506619910775177
0.1763901559603676	0.4844854304976578	0.2384391125009888	-0.8947960703901133	0.4848649550668971	0.6883738987319182	0.5069757535086437	1.0000000000000000	-0.9657556054754387	0.2376613343785052
0.0431716372786135	0.7550966355895222	0.9251796214799177	0.8505096704937253	0.6605988828393534	0.5594988101606226	0.6406651971892505	0.0000000000000000	1.8990252568884105	0.8147665067907365
0.0841360894791665	0.0585678769187572	0.3151649689387955	-1.2368181293006557	0.3768456468494750	0.5174250756706239	0.4579890125851957	0.0000000000000000	-0.8473542198872362	0.1606397236844690
0.0571623634840468	0.8680082528138466	0.2360680541330570	-1.0968231082613749	0.6180681840241876	0.2833960310310892	0.5864209156487740	1.0000000000000000	-0.9563108802413008	0.2859310255718728
0.1818777717752771	0.6065849741769922	0.9519620917341480	0.8030191427136240	0.1397441831382215	0.5787215840471528	0.1638722341078322	1.0000000000000000	1.9951123254635965	0.9071172923683516
0.3171334547546710	0.0860531803983332	0.4436900396349487	-1.1065776219517378	0.5516990471733813	0.1354468417151077	0.6189079025007251	0.0000000000000000	-0.5376284792654102	0.1923775026843097
0.0372958250447176	0.4311112085334382	0.4290564364629707	-1.0873607365247826	0.6549576562645149	0.4682116017324793	0.6751711994988823	0.0000000000000000	-0.5385236617857723	0.2458790163427575
0.2606138034970214	0.8785140919239557	0.0979421520174748	-1.2043062120980079	0.3582144365270186	0.3643206500478499	0.3371441127582175	0.0000000000000000	-1.1244299508720665	0.2413270596869580
0.4331251059678684	0.6720923493895291	0.2112066173267472	-0.8441191178355023	0.6785557282098938	0.6283964343726182	0.6673364659834461	1.0000000000000000	-1.0022680351912834	0.3007120785658496
0.9475620097191797	0.2152647112471596	0.7567932000285789	0.7656591113266389	0.9679661216045620	0.6911143234846071	1.0000000000000000	0.0000000000000000	0.6952433179185685	0.5462559341785840
0.6717648281556281	0.4848125050623152	0.6836856115360372	1.1279991682534616	0.5986642409279771	0.6910729548389803	0.6133465374643174	1.0000000000000000	0.4324696241920992	0.5449060729058092
0.7024919897585523	0.5735054275619155	0.1406486711715091	-0.9453840828429970	0.3844718407667349	0.4449172770859211	0.3999902216528357	1.0000000000000000	-1.0909574565148028	0.1795744548114348
0.9654958125762733	0.4291182872103761	0.4349422743318222	-0.9368766699769434	0.3931570283152293	0.6140973499026297	0.4276796058934827	1.0000000000000000	-0.5216085728625987	0.3097383876869702
0.4758558046056346	0.9875965081312388	0.9985820147312021	0.7164463524565010	0.4984501126530724	0.3666085447706498	0.4570679208802323	0.0000000000000000	2.5474030604643287	0.9771347168277497
0.1723637747757640	0.8699680089711425	0.4145002768017011	-1.1949215879792596	0.2557397199812629	0.4217705714189638	0.2412461422959380	1.0000000000000000	-0.5331175316914929	0.3665497477167955
0.7237734320252878	0.3262633286949457	0.1517424403247059	-1.0637299786706615	0.3511072192186457	0.3754193360590170	0.4011051541540884	0.0000000000000000	-1.0832636039341728	0.1635299073446643
0.4470516049543671	0.8136404965262519	0.4030288811212658	-0.8753353327591437	0.4642546304198564	0.2786595079670503	0.4449232137646956	0.0000000000000000	-0.5729791264443851	0.3252788151525630
