#height_over_sea_level	fall	net_fall	flow	power_of_hydroelectrical_turbine
0.8461692307692307	0.8211746575342467	0.8487710993994362	0.0834250000000000	0.1500417728656817
0.9487230769230769	0.9226358447488585	0.9468125260448584	0.0834250000000000	0.1627396317002046
0.2821230769230769	0.2803865296803654	0.2764542713567840	0.5833750000000000	0.3712644637419645
0.2052076923076923	0.2042906392694065	0.2029232013727172	0.5833750000000000	0.3304322737598479
0.9999999999999999	0.9614447488584477	0.9412976957960535	0.8333499999999999	0.8948354524803043
0.7436153846153846	0.7128648401826486	0.7237682804265230	0.5000500000000000	0.5116926871707295
0.2564846153846154	0.2562894977168951	0.2580715038607674	0.5000500000000000	0.3092500829721761
0.7948923076923077	0.7970776255707762	0.8039171467091556	0.0001000000000000	0.0634407288662617
0.2052076923076923	0.2080954337899543	0.2213059688687340	0.3334000000000000	0.1840489084728286
0.5128692307692307	0.4845771689497718	0.5031750704743230	0.5000500000000000	0.4247193349337028
0.0001000000000000	0.0039047945205479	0.0192180781958574	0.4167250000000000	0.1488496705279608
0.0001000000000000	0.0051730593607307	0.0252231155778894	0.3334000000000000	0.1069757334579259
0.1795692307692308	0.1814618721461187	0.1907905748253463	0.4167250000000000	0.2248739386811452
0.6923384615384615	0.6659390410958907	0.6919048167667604	0.2500750000000000	0.2724774847347307
0.4615923076923076	0.4338465753424658	0.4541543571516118	0.5000500000000000	0.4045323527042485
0.4359538461538461	0.4059447488584477	0.4167760632430444	0.6667000000000000	0.5054207253218194
0.4615923076923076	0.4673287671232876	0.4852825101115333	0.0001000000000000	0.0140669287405951
0.5897846153846154	0.5644778538812788	0.5938633901213383	0.2500750000000000	0.2462261740965699
0.9487230769230769	0.9132506849315072	0.9069831964701556	0.6667000000000000	0.7357721277932623
0.4359538461538461	0.4097495433789954	0.4358941414389018	0.4167250000000000	0.3326858125634374
0.8718076923076923	0.8346182648401828	0.8187459124892758	0.8333499999999999	0.8312369717572379
0.3077615384615384	0.3123468036529680	0.3287838828287779	0.1667500000000000	0.1048886593951892
0.5128692307692307	0.4833089041095892	0.4970474813089841	0.5833750000000000	0.4854646457974190
0.7436153846153846	0.7077917808219178	0.6961941291824980	0.8333499999999999	0.7654422304209831
0.9487230769230769	0.9145189497716898	0.9137235445520285	0.5833750000000000	0.6616273002626110
0.6667000000000000	0.6436175799086759	0.6771986027699473	0.0834250000000000	0.1196091543282476
0.1539307692307692	0.1586331050228311	0.1771873268782939	0.2500750000000000	0.1147870466738629
0.8974461538461538	0.8650566210045664	0.8708304203946563	0.5000500000000000	0.5663700897388391
0.1026538461538462	0.1028294520547947	0.1048817747272950	0.5833750000000000	0.2783323897597834
0.9230846153846153	0.8957486301369864	0.9170324427013113	0.1667500000000000	0.2433121461599188
0.1795692307692308	0.1776570776255708	0.1716724966294889	0.6667000000000000	0.3561251220415989
0.8718076923076923	0.8731735159817352	0.8774482166932223	0.0001000000000000	0.0706327216484880
0.7948923076923077	0.7597906392694064	0.7525679495036157	0.7500249999999999	0.7339875541735811
0.9999999999999999	0.9652495433789957	0.9627442578747396	0.5833750000000000	0.6795786431229761
0.5385076923076922	0.5061376712328767	0.5074643828900601	0.7500249999999999	0.6063287873173405
0.6154230769230769	0.5822335616438357	0.5809954528741268	0.7500249999999999	0.6464897485056954
0.4359538461538461	0.4419634703196346	0.4607721534501777	0.0001000000000000	0.0097477951956693
0.8205307692307692	0.7851559360730594	0.7770783061649712	0.7500249999999999	0.7462486668062963
0.2052076923076923	0.2055589041095891	0.2090507905380561	0.5000500000000000	0.2844593661892410
0.1282923076923077	0.1269264840182648	0.1226517833067778	0.6667000000000000	0.3287712062382187
0.5128692307692307	0.4914257990867580	0.5301364628018139	0.0834250000000000	0.0898960930577261
0.8461692307692307	0.8196527397260275	0.8435013727172447	0.1667500000000000	0.2294597738001256
0.0001000000000000	0.0001000000000000	0.0001000000000000	0.6667000000000000	0.2221782838453979
0.8718076923076923	0.8358865296803654	0.8260990194876824	0.7500249999999999	0.7698741304032609
0.5385076923076922	0.5074059360730596	0.5148174898884667	0.6667000000000000	0.5538583850231195
0.0513769230769231	0.0508305936073059	0.0491207133227111	0.6667000000000000	0.2807756625690763
0.2821230769230769	0.2816547945205480	0.2825818605221229	0.5000500000000000	0.3222397025890541
0.2564846153846154	0.2616162100456620	0.2797631695060668	0.1667500000000000	0.0908895116724935
0.0513769230769231	0.0520988584474887	0.0558610614045839	0.5833750000000000	0.2509910035605535
0.5641461538461539	0.5378442922374429	0.5644509621277118	0.3334000000000000	0.3106569785239008
0.0770153846153846	0.0825372146118722	0.1036562568942273	0.2500750000000000	0.0921406821440654
0.2821230769230769	0.2885034246575342	0.3095432528496139	0.0834250000000000	0.0396344809808439
0.5641461538461539	0.5421563926940639	0.5791571761245250	0.0834250000000000	0.0998714479047512
0.3846769230769230	0.3526776255707763	0.3530491359235202	0.8333499999999999	0.5450482833620648
0.9487230769230769	0.9211139269406393	0.9415427993626668	0.1667500000000000	0.2474003769997905
0.9487230769230769	0.9183237442922375	0.9321063120480452	0.3334000000000000	0.4167934653369638
0.5641461538461539	0.5276981735159819	0.5074643828900601	1.0000000000000000	0.7292280945399475
0.2564846153846154	0.2512164383561644	0.2304973526167424	0.8333499999999999	0.4674470750294027
0.4103153846153846	0.3856525114155251	0.4173888221595785	0.3334000000000000	0.2603201888221173
0.1282923076923077	0.1332678082191781	0.1526769702169384	0.2500750000000000	0.1058963975575569
0.2052076923076923	0.2108856164383561	0.2307424561833557	0.1667500000000000	0.0759631732426815
0.0257384615384615	0.0267335616438357	0.0313507047432283	0.5833750000000000	0.2363510560827466
0.4615923076923076	0.4262369863013700	0.4094229562446379	1.0000000000000000	0.6455213890992282
0.3846769230769230	0.3630773972602739	0.4023149528128446	0.1667500000000000	0.1253691923504487
0.4359538461538461	0.4046764840182648	0.4094229562446379	0.7500249999999999	0.5451395704780164
0.0001000000000000	0.0026365296803653	0.0129679372472116	0.5000500000000000	0.1874372714237381
0.3590384615384615	0.3526776255707763	0.3285387792621646	0.8333499999999999	0.5306768274017626
0.0001000000000000	0.0079632420091325	0.0346596028925113	0.1667500000000000	0.0165245210974883
0.4872307692307692	0.4604801369863014	0.4849148547616129	0.4167250000000000	0.3517594499669723
0.7179769230769231	0.7209817351598173	0.7303860767250888	0.0001000000000000	0.0541204933219481
0.5385076923076922	0.5124789954337899	0.5399406054663562	0.3334000000000000	0.3025986531118594
