#v1	v2	v3	v4	v5	v6	v7	v8	v9	z
0.8744603566588263	0.2718791513083101	0.9694757179469183	0.8562712008790787	0.3753685776905656	0.8944512202428300	0.4155100581321166	0.0010000000000000	0.8299422455239583	0.7468733364345940
0.5416929049000105	0.9475843954723617	0.4683560731071343	0.0932046744287473	0.4830246660129775	0.7477201374943752	0.4346751525426061	0.0010000000000000	0.2188679501052588	0.3513113290864402
0.1772137658044072	0.4850009450671602	0.2392006733884878	0.1370994823882503	0.4988548119329895	0.6886855248331862	0.5077093554258081	1.0000000000000000	0.0532227341128570	0.2384236730441267
0.0441284656413348	0.7553415389539327	0.9252544418584377	0.8014562223717758	0.6698162193338758	0.5599393113504619	0.6411998741389582	0.0010000000000000	0.8252656875184686	0.8149517402839457
0.0850519533896873	0.0595093090418385	0.3158498039698567	0.0069075883621683	0.3937690542002412	0.5179076505949533	0.4587955049683217	0.0010000000000000	0.0851312673684881	0.1614790839607845
0.0581052011205627	0.8681402445610328	0.2368319860789239	0.0601971831952675	0.6284405543194415	0.2841126350000581	0.5870363060912083	1.0000000000000000	0.0557680364986917	0.2866450945463009
0.1826958940035018	0.6069783892028152	0.9520101296424137	0.7833787867242499	0.1631067088768508	0.5791428624631056	0.1651163614229048	1.0000000000000000	0.8511606329858377	0.9072101750759831
0.3178163212999163	0.0869671272179348	0.4442463495953137	0.0564840934118279	0.5638738472081792	0.1363113948733926	0.6194749535034522	0.0010000000000000	0.1686006798729077	0.1931851251816254
0.0382585292196729	0.4316800973249048	0.4296273800265077	0.0637990681213156	0.6643281952116901	0.4687433901307468	0.6756545327882564	0.0010000000000000	0.1683594330236506	0.2466331373264148
0.2613531896935243	0.8786355778320317	0.0988442098654573	0.0192833634584143	0.3756438237528040	0.3649563293978020	0.3381304179007029	0.0010000000000000	0.0104608559325371	0.2420857326272710
0.4336919808619005	0.6724202570401395	0.2119954107094204	0.1563898417807724	0.6872853989962269	0.6287680379382454	0.6678314570676819	1.0000000000000000	0.0433828317160729	0.3014113664872837
