InStrSpending	Discount	TVSpending	StockRate	Price	Radio	OnlineAdsSpending	Sale
0.9990965367241090	0.9280000000000000	0.3079937931724898	0.5050000000000000	0.4744723618090453	0.4190444370197126	0.4020199451930955	0.6447987538908780
0.2067592437677765	0.8020000000000000	0.8513364701171288	0.1450000000000000	0.2597989949748745	0.6496825927163381	0.2804390202559539	0.5682463224615796
0.2448552785678434	0.8380000000000000	0.4312944238662529	0.1540000000000000	0.2025125628140704	0.2753090544604077	0.3977709975421646	0.4879648169520191
0.8039484691316714	0.5860000000000001	0.2523575933526879	0.8920000000000000	0.9671356783919598	0.5218843969261611	0.6205893154787129	0.2800550570490758
0.1361385310356366	0.5680000000000001	0.4716588247071779	0.4240000000000000	0.2362814070351759	0.7173404610758437	0.5509901969093426	0.4166913849341088
0.9566337627572360	0.4060000000000000	0.8236309940935027	0.9370000000000001	0.5661306532663317	0.6169061142666221	0.9203378817413905	0.7179506028772578
0.7008030784674587	0.5500000000000000	0.2897487235959556	0.6490000000000000	0.4153768844221105	0.5032408954226529	0.6041557194112496	0.5212928382140131
0.6785176509954828	0.2260000000000000	0.6956001601761939	0.2620000000000000	0.7253266331658291	0.3534914801202806	0.5513857106534452	0.4960892016727885
0.1715241760080308	0.8380000000000000	0.2483481830013015	0.1360000000000000	0.3900502512562815	0.1832943534914801	0.3996751137102015	0.3159971314814768
0.8766772628408901	0.5320000000000000	0.9908999899889878	0.7840000000000000	0.6583919597989950	0.8737053123955897	0.4583693533350284	0.6969641512295303
0.1018069265517819	0.7840000000000000	0.4409350285313844	0.5320000000000000	0.1198994974874372	0.4716672235215503	0.7650450603158460	0.4615328067528423
0.4175673414756567	0.2440000000000000	0.3254730203223546	0.7030000000000001	0.1633165829145729	0.9672235215502839	0.7172359239483572	0.5350732937326983
0.5850092019407730	0.3700000000000000	0.3139853839223146	0.9550000000000000	0.1138693467336684	0.5504510524557300	0.5570698081758341	0.6244484656253293
0.4624393508449055	0.7120000000000001	0.7863750125137652	0.2170000000000000	0.2124623115577889	0.6935850317407284	0.3704381727265023	0.6937717677116881
0.7200769616864647	0.4960000000000000	0.5502252477725498	0.7210000000000000	0.1060301507537688	0.3739391914467091	0.9400937932593157	0.7698661615058180
0.3035803915007530	0.6400000000000000	0.2524927420162179	0.4960000000000000	0.1087437185929648	0.4686602071500167	0.5501624431448994	0.4979167255706836
0.9438346996821146	0.9460000000000000	0.5819401341475623	0.6670000000000000	0.6927638190954775	0.6229201470096893	0.7584060796112665	0.5826629413624435
0.9436841224694662	0.4780000000000000	0.2836219841826009	0.2530000000000000	0.2112562814070352	0.8691947878382893	0.2485493120885951	0.7555328221749847
0.2800903463275891	0.1540000000000000	0.5354940434477926	0.2440000000000000	0.9032160804020102	0.5895422652856666	0.5219849139757607	0.1934651241096926
0.2656349339133345	0.6760000000000000	0.1912253478826709	0.1720000000000000	0.4826130653266332	0.4452054794520548	0.8404780066107298	0.2866734695451240
0.5255312029446210	0.3340000000000000	0.4362949244168585	0.8380000000000000	0.8061306532663317	0.9669228199131306	0.9063027940220924	0.2928731708696289
0.8402375773799565	0.4420000000000001	0.3129041946140755	0.3700000000000000	0.7006030150753768	0.3053792181757434	0.5082125603864734	0.4576464268180778
0.3999498075957838	0.4240000000000000	0.3706577234958455	0.5950000000000001	0.6689447236180905	0.2193785499498830	0.1115292256405910	0.2953715579705489
0.7592270369750711	0.8020000000000000	0.1371658824707178	0.3700000000000000	0.1186934673366834	0.3901770798529903	0.7410458513433342	0.6704349815319842
0.4878868997824996	0.9820000000000000	0.7107368104915406	0.1630000000000000	0.1425125628140703	0.7074173070497828	0.1216261265078961	0.7165510434364646
0.8977580726116782	0.7660000000000000	0.7556512163379717	0.3970000000000000	0.3620100502512563	0.1730704978282659	0.3242704183970393	0.7925066379472100
0.1060230885059394	0.1360000000000000	0.8945840424466913	0.1540000000000000	0.1808040201005025	0.8592716338122285	0.5338983529677657	0.5669578024474941
0.9626568512631755	0.9820000000000000	0.5626138752627891	0.9730000000000000	0.8350753768844221	0.2876378215836953	0.1408876458456931	0.5075170093381074
0.7519993307679438	0.2440000000000000	0.9827009710681749	0.8110000000000001	0.1841206030150754	0.2079518877380555	0.1805491990846682	0.8769960750647087
0.7912999832691986	0.8200000000000001	0.6391530683752127	0.7930000000000000	0.8453266331658291	0.3312395589709322	0.9929174788823911	0.4484139611516228
0.6640622385812280	0.5860000000000001	0.9566172790069075	0.9910000000000000	0.3900502512562815	0.4307718008686936	0.9019267169534141	0.7134766393094992
0.6968880709385979	0.7120000000000001	0.7735358894784262	0.9910000000000000	0.3852261306532664	0.2082525893752088	0.5102918326411843	0.6764958835731049
0.9605487702860968	0.5500000000000000	0.3224547001701872	0.5770000000000001	0.9062311557788945	0.3393585031740728	0.3420996129615504	0.4022493194979578
0.7848251631253138	0.1720000000000000	0.2980378416257884	0.2620000000000000	0.1898492462311558	0.1799866354827932	0.2364381162245388	0.6950186479407583
0.4216329262171657	0.4960000000000000	0.1790619681649815	0.2350000000000000	0.8323618090452262	0.5976612094888072	0.8485577873831116	0.1858566100588355
0.8187050359712230	0.4780000000000000	0.8570577635398939	0.3790000000000000	0.7630150753768844	0.9831607083194119	0.7140689888973641	0.5870050456109868
0.4110925213317719	0.7300000000000000	0.2364100510561618	0.3790000000000000	0.9056281407035177	0.8535583027063147	0.7028166228776450	0.1618882871397324
0.2130834866990128	0.6040000000000001	0.6109520472519772	0.5500000000000000	0.2604020100502513	0.8628800534580688	0.5931434867361640	0.4831276619260714
0.1703195583068429	0.6040000000000001	0.9397687456201822	0.6940000000000001	0.2043216080402011	0.1315736719011025	0.3509223945532107	0.5879766405946778
0.7357369918019072	0.6760000000000000	0.6190159175092601	0.2170000000000000	0.7783919597989950	0.8406281323087204	0.5008334039607877	0.4616369062153804
0.4443700853270871	0.3160000000000000	0.9524276704374812	0.4870000000000000	0.7934673366834171	0.7780821917808219	0.4853207898974490	0.4306916059848195
0.7634431989292287	0.8020000000000000	0.3403393733106417	0.1900000000000000	0.5866331658291458	0.8066488473103910	0.7060400598920812	0.5015625200809150
0.2555462606658859	0.4420000000000001	0.3243467814596055	0.9550000000000000	0.6550753768844222	0.9579017707985299	0.4970590728027798	0.2233786830004293
0.9721432156600300	0.1900000000000000	0.5338272099309240	0.2530000000000000	0.4096482412060302	0.3306381556966255	0.8689662965788061	0.7410491169538184
0.7273046678935922	0.9640000000000000	0.3568725598157974	0.4690000000000000	0.6493467336683417	0.7422986969595723	0.4169788400146905	0.4536767673132829
0.7125481010540404	0.2260000000000000	0.4195364901391531	0.6580000000000000	0.3194974874371859	0.3330437687938523	0.4339802808147584	0.6087340734248209
0.4439183536891417	0.9820000000000000	0.6249174091500651	0.7750000000000000	0.4479396984924623	0.4452054794520548	0.3384382857304291	0.4908009489758413
0.7229379287267860	0.3340000000000000	0.8241715887476223	0.2620000000000000	0.9876381909547739	0.6544938189107918	0.3677260784812272	0.4230877185767419
0.2416931571022252	0.1540000000000000	0.8978726599259185	0.1990000000000000	0.8193969849246231	0.1354827931840962	0.4184676667514196	0.3151712757453393
0.9382633428141208	0.2260000000000000	0.2501952147362098	0.1540000000000000	0.5414070351758794	0.3940862011359840	0.4675622227872419	0.5657733818959468
0.2067592437677765	0.2980000000000000	0.4260686755430975	0.3610000000000000	0.1000000000000000	0.6785499498830604	0.5253778568805266	0.5135732847364485
0.6851430483520160	0.1000000000000000	0.2282560816898589	0.1540000000000000	0.8187939698492464	0.9182091546942867	0.9568268497330281	0.3098575765131050
0.6485527856784340	0.8380000000000000	0.8186755430974071	0.2800000000000000	1.0000000000000000	0.6060808553291013	0.4589484984603216	0.3904444404461112
0.8360214154257989	0.3520000000000001	0.2378966863549905	0.2440000000000000	0.6650251256281408	0.7308720347477448	0.3687289883323446	0.4590945660080555
0.8176509954826836	0.5140000000000000	0.9061167284012412	0.1900000000000000	0.6472361809045227	0.2419311727363850	0.1603695228409187	0.6692204878023703
0.7369416095030953	0.6940000000000001	0.8105666232856142	0.7300000000000000	0.3146733668341709	0.2626795856999666	0.2869932480153685	0.7510496053216673
0.7145056048184708	0.3520000000000001	0.8731404544999499	0.6310000000000000	0.1874371859296483	0.9843635148680254	0.9252337768737463	0.8337022652557120
