#height_over_sea_level	fall	net_fall	flow	power_of_hydroelectrical_turbine
0.8461540000000001	0.8211569520547946	0.8487561262409609	0.0833342500000000	0.1499576185857674
0.9487180000000001	0.9226281849315069	0.9468072599583282	0.0833342500000000	0.1626567346340363
0.2820520000000000	0.2803152808219179	0.2763826331658292	0.5833337500000000	0.3712022126987706
0.2051290000000000	0.2042118561643837	0.2028442828778036	0.5833337500000000	0.3303659799255667
1.0000000000000000	0.9614409315068494	0.9412918836867264	0.8333335000000001	0.8948250401488667
0.7435900000000001	0.7128364109589043	0.7237409307513176	0.5000005000000000	0.5116443399120335
0.2564110000000000	0.2562158630136986	0.2579980455938229	0.5000005000000000	0.3091816918912823
0.7948720000000000	0.7970575342465753	0.8038977325652653	0.0000010000000000	0.0633480002255554
0.2051290000000000	0.2080170273972602	0.2212288704498102	0.3333340000000000	0.1839681212360438
0.5128210000000001	0.4845261369863014	0.5031258798872412	0.5000005000000000	0.4246623764520130
0.0000010000000000	0.0038061712328767	0.0191209710748867	0.4166672500000000	0.1487653982181121
0.0000010000000000	0.0050745616438357	0.0251266030150753	0.3333340000000000	0.1068873152137138
0.1794880000000000	0.1813808287671233	0.1907104550802795	0.4166672500000000	0.2247971935265592
0.6923080000000000	0.6659059657534249	0.6918743122931730	0.2500007500000000	0.2724054528025261
0.4615390000000000	0.4337905205479453	0.4541003130285575	0.5000005000000000	0.4044733955114470
0.4358980000000000	0.4058859315068495	0.4167183182988111	0.6666670000000000	0.5053717570768017
0.4615390000000000	0.4672760273972602	0.4852315479838215	0.0000010000000000	0.0139693116048269
0.5897440000000000	0.5644347328767125	0.5938231785758057	0.2500007500000000	0.2461515430246983
0.9487180000000001	0.9132420958904113	0.9069739868856477	0.6666670000000000	0.7357459666177963
0.4358980000000000	0.4096911027397260	0.4358382893736977	0.4166672500000000	0.3326197418518100
0.8717950000000001	0.8346018904109590	0.8187279665400172	0.8333335000000001	0.8312202625465208
0.3076930000000000	0.3122787191780821	0.3287174257874738	0.1666675000000000	0.1048000345099808
0.5128210000000001	0.4832577465753426	0.4969976840299057	0.5833337500000000	0.4854137017029435
0.7435900000000001	0.7077628493150685	0.6961640493933081	0.8333335000000001	0.7654190068794406
0.9487180000000001	0.9145104863013701	0.9137150023287168	0.5833337500000000	0.6615937980151123
0.6666670000000000	0.6435822945205479	0.6771666422355681	0.0833342500000000	0.1195219869177850
0.1538470000000000	0.1585498013698630	0.1771058602769948	0.2500007500000000	0.1146994018269989
0.8974360000000000	0.8650432602739727	0.8708176313273687	0.5000005000000000	0.5663271560843577
0.1025650000000000	0.1027406232876713	0.1047931491604363	0.5833337500000000	0.2782609375211458
0.9230770000000000	0.8957383082191781	0.9170242280916778	0.1666675000000000	0.2432372265704296
0.1794880000000000	0.1775756575342466	0.1715904840053928	0.6666670000000000	0.3560613720536822
0.8717950000000001	0.8731609589041095	0.8774360828532909	0.0000010000000000	0.0705407050862749
0.7948720000000000	0.7597668561643836	0.7525434512807943	0.7500002500000000	0.7339612163076576
1.0000000000000000	0.9652461027397262	0.9627405691874005	0.5833337500000000	0.6795469182361565
0.5384620000000000	0.5060887739726027	0.5074156169873759	0.7500002500000000	0.6062898099695502
0.6153850000000001	0.5821921986301369	0.5809539672754015	0.7500002500000000	0.6464547474906960
0.4358980000000000	0.4419082191780820	0.4607187645544797	0.0000010000000000	0.0096497504229164
0.8205130000000000	0.7851346643835616	0.7770562347101361	0.7500002500000000	0.7462235429119207
0.2051290000000000	0.2054802465753425	0.2089724787351391	0.5000005000000000	0.2843885205819330
0.1282060000000000	0.1268400410958904	0.1225649171467091	0.6666670000000000	0.3287047479418067
0.5128210000000001	0.4913754452054794	0.5300899416595171	0.0833342500000000	0.0898059837600090
0.8461540000000001	0.8196348835616438	0.8434858778036523	0.1666675000000000	0.2293834826886207
0.0000010000000000	0.0000010000000000	0.0000010000000000	0.6666670000000000	0.2221012717942935
0.8717950000000001	0.8358702808219178	0.8260818015688197	0.7500002500000000	0.7698513456636970
0.5384620000000000	0.5073571643835619	0.5147694520161784	0.6666670000000000	0.5538142125859931
0.0512830000000000	0.0507366164383562	0.0490265668586837	0.6666670000000000	0.2807044522386376
0.2820520000000000	0.2815836712328768	0.2825108290231647	0.5000005000000000	0.3221725976091124
0.2564110000000000	0.2615431027397259	0.2796918589287902	0.1666675000000000	0.0907995007330551
0.0512830000000000	0.0520050068493152	0.0557675823017526	0.5833337500000000	0.2509168442539754
0.5641030000000000	0.5377985342465753	0.5644078384605958	0.3333340000000000	0.3105887267395962
0.0769240000000000	0.0824463767123288	0.1035675099889693	0.2500007500000000	0.0920507950828916
0.2820520000000000	0.2884329794520547	0.3094748907954405	0.0833342500000000	0.0395393952858915
0.5641030000000000	0.5421110616438356	0.5791155085182007	0.0833342500000000	0.0997823262659298
0.3846160000000000	0.3526135342465753	0.3529850813825224	0.8333335000000001	0.5450032386376452
0.9487180000000001	0.9211061164383562	0.9415370115210197	0.1666675000000000	0.2473258621856321
0.9487180000000001	0.9183156575342466	0.9320995899007233	0.3333340000000000	0.4167357221157100
0.5641030000000000	0.5276514109589043	0.5074156169873759	1.0000000000000000	0.7292012854403971
0.2564110000000000	0.2511423013698630	0.2304211642358133	0.8333335000000001	0.4673943470170294
0.4102570000000000	0.3855916849315068	0.4173311378845447	0.3333340000000000	0.2602469531972482
0.1282060000000000	0.1331819931506849	0.1525930768476529	0.2500007500000000	0.1058078724484041
0.2051290000000000	0.2108074863013698	0.2306662920701065	0.1666675000000000	0.0758716844479530
0.0256420000000000	0.0266371986301371	0.0312547988724108	0.5833337500000000	0.2362754472764182
