InStrSpending	Discount	TVSpending	StockRate	Price	Radio	OnlineAdsSpending	Sale
0.9989961519156767	0.9200000000000000	0.2311042146360997	0.4500000000000000	0.4160804020100503	0.3544938189107918	0.3355777168812172	0.6053319487676423
0.1186213819641961	0.7800000000000000	0.8348183001301431	0.0500000000000000	0.1775544388609716	0.6107584363514867	0.2004878002843932	0.5202736916239773
0.1609503095198260	0.8200000000000000	0.3681049154069477	0.0600000000000000	0.1139028475711893	0.1947878382893418	0.3308566639357384	0.4310720188355768
0.7821649657018571	0.5400000000000000	0.1692862148363199	0.8800000000000000	0.9634840871021776	0.4687604410290678	0.5784325727541254	0.2000611744989731
0.0401539233729296	0.5200000000000000	0.4129542496746421	0.3600000000000000	0.1514237855946399	0.6859338456398263	0.5011002187881585	0.3518793165934543
0.9518152919524845	0.3400000000000000	0.8040344378816697	0.9300000000000000	0.5179229480737019	0.5743401269629135	0.9114865352682117	0.6866117809747309
0.6675589760749541	0.5000000000000000	0.2108319151066173	0.6100000000000000	0.3504187604690117	0.4480454393585032	0.5601730215680550	0.4681031535711256
0.6427973899949808	0.1400000000000000	0.6617779557513265	0.1800000000000000	0.6948073701842546	0.2816572001336451	0.5015396785038280	0.4400991129697649
0.0794713066755898	0.8200000000000000	0.1648313144458905	0.0400000000000000	0.3222780569514238	0.0925492816572001	0.3329723485668905	0.2399968127571964
0.8629747364898779	0.4800000000000000	0.9898888777655420	0.7600000000000000	0.6204355108877723	0.8596725693284329	0.3981881703722538	0.6632935013661447
0.0020076961686465	0.7600000000000000	0.3788166983682050	0.4800000000000000	0.0221105527638191	0.4129635816906114	0.7389389559064955	0.4017031186142691
0.3528526016396185	0.1600000000000000	0.2505255781359495	0.6700000000000000	0.0703517587939699	0.9635816906114266	0.6858176932759524	0.4834147708141092
0.5388991132675255	0.3000000000000000	0.2377615376914606	0.9500000000000000	0.0154103852596315	0.5005011693952556	0.5078553424175934	0.5827205173614770
0.4027103898276727	0.6800000000000000	0.7626389027930724	0.1300000000000000	0.1249581239530988	0.6595389241563648	0.3004868585850025	0.6597464085685424
0.6889744018738497	0.4400000000000000	0.5002502753028331	0.6899999999999999	0.0067001675041876	0.3043768793852322	0.9334375480659064	0.7442957350064644
0.2262004350008366	0.6000000000000000	0.1694363800180198	0.4400000000000000	0.0097152428810720	0.4096224523889074	0.5001804923832215	0.4421296950785373
0.9375941107579052	0.9399999999999999	0.5354890379417359	0.6300000000000000	0.6586264656616416	0.5810223855663215	0.7315623106791850	0.5362921570693816
0.9374268027438514	0.4200000000000000	0.2040244268695565	0.1700000000000000	0.1236180904522613	0.8546608753758770	0.1650547912095501	0.7283698024166497
0.2001003848084323	0.0600000000000000	0.4838822704975473	0.1600000000000000	0.8924623115577891	0.5439358503174073	0.4688721266397341	0.1038501378996584
0.1840388154592605	0.6400000000000000	0.1013614976474121	0.0800000000000000	0.4251256281407035	0.3835616438356164	0.8227533406785886	0.2074149661612488
0.4728124477162455	0.2600000000000000	0.3736610271298428	0.8200000000000000	0.7845896147403686	0.9632475776812562	0.8958919933578804	0.2143035231884766
0.8224861970888406	0.3800000000000000	0.2365602162378616	0.3000000000000000	0.6673366834170854	0.2281991313063816	0.4535695115405260	0.3973849186867531
0.3332775639953153	0.3600000000000000	0.3007308038842727	0.5500000000000000	0.6321608040201007	0.1326428332776478	0.0128102507117678	0.2170795088561654
0.7324744855278568	0.7800000000000000	0.0412954249674642	0.3000000000000000	0.0207705192629816	0.3224189776144337	0.7122731681592602	0.6338166461466491
0.4309854442027773	0.9800000000000000	0.6785964561017118	0.0700000000000000	0.0472361809045226	0.6749081189442031	0.0240290294532179	0.6850567149294051
0.8863978584574201	0.7400000000000000	0.7285013514866352	0.3300000000000000	0.2911222780569515	0.0811894420314066	0.2491893537744881	0.7694518199413445
0.0066923205621549	0.0400000000000000	0.8828711582741015	0.0600000000000000	0.0897822445561139	0.8436351486802539	0.4821092810752952	0.5188420027194378
0.9585076125146395	0.9800000000000000	0.5140154169586545	0.9700000000000000	0.8167504187604691	0.2084864684263281	0.0454307176063257	0.4527966770423415
0.7244437008532709	0.1600000000000000	0.9807788567424166	0.7900000000000000	0.0934673366834171	0.1199465419311727	0.0894991100940758	0.8633289722941208
0.7681110925213318	0.8000000000000000	0.5990589648613475	0.7700000000000000	0.8281407035175880	0.2569328433010358	0.9921305320915457	0.3871266235018031
0.6267358206458089	0.5400000000000000	0.9517969766743417	0.9900000000000000	0.3222780569514238	0.3675242231874373	0.8910296855037935	0.6816407103438881
0.6632089677095533	0.6800000000000000	0.7483732105315847	0.9900000000000000	0.3169179229480737	0.1202806548613431	0.4558798140457603	0.6405509817478943
0.9561653003178853	0.5000000000000000	0.2471718890779858	0.5300000000000000	0.8958123953098828	0.2659538924156365	0.2689995699572783	0.3358325772199531
